ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longtitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
401567,87,N,4,85,68000.0,1.73,1.73,37.279628,-121.86483799999999,0.295,ML,4,Hillsdale Ave,DT128,L4-N-37-087-00173,87107.0,417405
401597,87,N,4,85,68000.0,2.33,2.33,37.2874,-121.869623,0.27,ML,3,900' S of Carol Dr,DT129,L3-N-37-087-00233,999048.0,417409
401606,87,S,4,85,68000.0,2.33,2.32,37.287298,-121.869548,0.27,ML,3,oppo 900' S of Carol Dr,DT129,L3-S-37-087-00233,999049.0,417573
401611,880,S,4,85,,.11,0.11,37.318919,-121.940307,0.325,ML,3,Stevens Creek Blvd,DT887,L3-S-37-880-00011,999052.0,421367
401655,280,N,4,85,68000.0,R.48,0.48,37.335596,-121.858919,0.19,ML,5,McLaughlin Ave rm-n-loop/diag,DTA89,L5-N-37-280-R0048,280315.0,422716
401808,280,N,4,85,68000.0,R.56,0.56,37.334883000000005,-121.86006599999999,0.405,ML,6,oppo McLaughlin Ave off-s-diag,DT588,L6-N-37-280-R0056,999062.0,423618
401809,280,S,4,85,68000.0,R.56,0.56,37.334524,-121.860098,0.555,ML,6,McLaughlin Ave off-s-diag,DT588,L6-S-37-280-R0056,999063.0,423786
401810,280,N,4,85,68000.0,2.05,2.05,37.32592,-121.88398899999999,0.235,ML,5,N of 1st St,DT589,L5-N-37-280-00205,999064.0,426553
401811,280,S,4,85,68000.0,R2.05,2.05,37.325651,-121.883953,0.215,ML,5,N OF 1ST STREET,DT589,L5-S-37-280-00205,999065.0,427071
401816,87,S,4,85,,9.04,9.03,37.371159999999996,-121.92688500000001,0.413,ML,2,Guapalupe Parkway,DTA59,L2-S-37-087-00904,999108.0,417609
401817,87,N,4,85,,9.04,9.04,37.371274,-121.92691699999999,0.405,ML,4,Guapalupe Parkway,DTA59,L4-N-37-087-00904,999109.0,422500
401845,280,N,4,85,17610.0,11.01,12.392000000000001,37.332668,-122.06062800000001,1.685,ML,4,SB 280 / NB 85 & NB 280 / SB85,DT609,L4-N-37-280-01101,280160.0,422776
401846,280,S,4,85,17610.0,11.01,12.392000000000001,37.332482,-122.060617,1.22,ML,4,SB 280/NB 85 & NB 280/SB85,DT609,L4-S-37-280-01101,280161.0,419430
401890,101,N,4,85,68000.0,35.2,384.833,37.343447,-121.855539,0.365,ML,5,200' S OF SAN ANTONIO,DT573,L5-N-37-101-03520,101558.0,426511
401891,101,S,4,85,68000.0,35.2,384.869,37.343293,-121.855795,0.57,ML,5,200' S of San Antonio,DT573,L5-S-37-101-03520,101559.0,427029
401906,101,S,4,85,68000.0,34.5,384.16900000000004,37.335259,-121.848031,0.6,ML,4,S of Story Rd. off ramp,DT095,L4-S-37-101-03450,101560.0,424522
401908,101,N,4,85,68000.0,34.49,384.12300000000005,37.335284,-121.84766200000001,0.28,ML,4,Story Rd. off-n-diag,DT099,L4-N-37-101-03449,101562.0,422578
401926,101,S,4,85,49670.0,48.62,398.293,37.411999,-122.078452,0.145,ML,4,Shoreline Blvd. rm-s-loop,DT962,L4-S-37-101-04862,997104.0,424642
401936,101,S,4,85,49670.0,47.82,397.49300000000005,37.407282,-122.06515,0.6,ML,4,Moffett Blvd rm-s-diag,DT222,L4-S-37-101-04782,101567.0,424630
401937,101,S,4,85,49670.0,48.52,398.19300000000004,37.411338,-122.076826,0.385,ML,4,Shoreline Blvd rm-s-diag,DT767,L4-S-37-101-04852,998204.0,424636
401942,280,N,4,85,68000.0,R2.85,2.85,37.322594,-121.89785800000001,0.1,ML,6,BIRD AVE,DT883,L6-N-37-280-00285,101571.0,423626
401943,280,S,4,85,68000.0,R2.85,2.85,37.322361,-121.8978,0.065,ML,4,Bird Ave,DT883,L4-S-37-280-00285,101572.0,419376
401948,101,N,4,85,49670.0,48.21,397.847,37.409514,-122.07172800000001,0.43,ML,5,MOFFETT BLVD,DTA67,L5-N-37-101-04821,101581.0,426539
401957,87,N,4,85,68000.0,1.05,1.05,37.270311,-121.861079,0.275,ML,3,2200' S of Capital Expwy,DT127,L3-N-37-087-00105,683225.0,420892
401958,87,S,4,85,68000.0,1.05,1.04,37.270209,-121.860998,0.28,ML,3,oppo 2200' S of Capital expwy,DT127,L3-S-37-087-00105,683226.0,421307
401994,101,N,4,85,69084.0,42.68,392.31699999999995,37.385523,-121.975872,0.35,ML,4,GREAT AMERICA PKWY,DTA80,L4-N-37-101-04268,997147.0,422650
401996,101,N,4,85,77000.0,45,394.63699999999994,37.396411,-122.015716,0.35,ML,4,FAIR OAKS,DTA82,L4-N-37-101-04500,997151.0,422674
401997,101,N,4,85,77000.0,45.57,395.207,37.398596999999995,-122.02569299999999,0.595,ML,4,MATHILDA AVE,DTA83,L4-N-37-101-04557,997153.0,422680
401998,101,N,4,85,49670.0,47.02,396.657,37.404178,-122.05107,0.555,ML,4,Ellis Street rm-n-diag,DTA84,L4-N-37-101-04702,997155.0,422692
402056,87,N,4,85,68000.0,5.56,5.56,37.328953999999996,-121.89564299999999,0.45,ML,3,PARK AVE,DTA85,L3-N-37-087-00556,101623.0,420907
402057,87,S,4,85,68000.0,6.09,6.08,37.336401,-121.89756299999999,0.44,ML,4,JULIAN ST,DTA86,L4-S-37-087-00609,101625.0,419922
402058,87,S,4,85,68000.0,6.14,6.13,37.337137,-121.897741,0.305,ML,3,JULIAN ST,DTA87,L3-S-37-087-00614,101627.0,421312
402059,87,N,4,85,68000.0,6.16,6.16,37.337478999999995,-121.897848,0.57,ML,4,JULIAN ST RM-IN-DIAG,DTA88,L4-N-37-087-00616,101629.0,422494
402060,85,N,4,85,,20.2,20.375999999999998,37.356654999999996,-122.062397,0.355,ML,3,N OF FREMONT AVE,DT736,L3-N-37-085-02020,101603.0,420882
402061,85,S,4,85,,20.2,20.375999999999998,37.356615999999995,-122.06262,0.41,ML,3,N OF FREMONT AVE,DT736,L3-S-37-085-02020,101604.0,421292
402067,280,S,4,85,68000.0,R2.97,2.97,37.321366999999995,-121.899571,0.535,ML,4,oppo Bird Ave off-n-diag,DT880,L4-S-37-280-R0297,998879.0,419382
402117,87,S,4,85,68000.0,6.7,6.69,37.344302,-121.902123,1.045,ML,3,Taylor St rm-s-diag,DT206,L3-S-37-087-00670,997188.0,417605
402118,87,N,4,85,68000.0,6.7,6.7,37.344411,-121.902181,0.47,ML,3,Taylor Street,DT206,L3-N-37-087-00670,997189.0,417437
402119,880,S,4,85,47766.0,8.1,8.1,37.421182,-121.91503600000001,0.885,ML,4,Calaveras Blvd/EB 237,DTB93,L4-S-37-880-00810,997190.0,419460
402120,880,S,4,85,68000.0,6.54,6.54,37.399227,-121.908515,0.375,ML,4,Montague Expressway,DTB92,L4-S-37-880-00654,997191.0,421437
402121,880,S,4,85,68000.0,5.22,5.22,37.380274,-121.90406100000001,0.555,ML,4,Brokaw Rd rm-s-diag,DTB91,L4-S-37-880-00522,997192.0,421432
402281,880,N,4,85,68000.0,5.5,5.5,37.38449,-121.904845,0.365,ML,4,4A5324 loc 91,DS703,N4-N-37-880-00550,991115.0,428891
402282,880,S,4,85,68000.0,5.5,5.5,37.384485,-121.90504399999999,0.39,ML,4,4A5324 loc 91,DS703,N4-S-37-880-00550,991116.0,429036
402283,880,N,4,85,68000.0,6,6.0,37.391595,-121.90650600000001,0.5,ML,4,4A5324 loc 92,DS704,N4-N-37-880-00600,991117.0,428896
402284,880,S,4,85,68000.0,6,6.0,37.391557,-121.90671,0.375,ML,4,4A5324 loc 92,DS704,N4-S-37-880-00600,991118.0,429041
402285,880,N,4,85,68000.0,6.5,6.5,37.398697999999996,-121.908172,0.43,ML,4,4A5324 loc 93,DS705,N4-N-37-880-00650,991119.0,428901
402286,880,N,4,85,68000.0,7,7.0,37.405823999999996,-121.909842,0.395,ML,5,4A5324 loc 94,DS706,N5-N-37-880-00700,991120.0,427638
402287,880,S,4,85,47766.0,7,7.0,37.405777,-121.910072,0.495,ML,5,4A5324 loc 94,DS706,N5-S-37-880-00700,991121.0,427926
402359,101,N,4,85,68000.0,34,383.63300000000004,37.329728,-121.842102,0.61,ML,4,4A5324 loc 62,DS754,N4-N-37-101-03400,991193.0,427560
402360,101,S,4,85,68000.0,34,383.66900000000004,37.329591,-121.84236100000001,0.65,ML,5,4A5324 loc 62,DS754,N5-S-37-101-03400,991194.0,425073
402361,101,N,4,85,68000.0,34.6,384.233,37.336549,-121.848881,0.275,ML,4,4A5324 LOC 64,DS755,N4-N-37-101-03460,991195.0,427566
402362,101,N,4,85,68000.0,36.6,386.23699999999997,37.358996000000005,-121.871981,0.812,ML,4,4A5324 loc 65,DS756,N4-N-37-101-03660,991196.0,427572
402363,101,S,4,85,68000.0,36.6,386.273,37.3588,-121.87209399999999,0.752,ML,4,4A5324 loc 65,DS756,N4-S-37-101-03660,991197.0,427878
402364,101,N,4,85,68000.0,38.73,388.36699999999996,37.368103999999995,-121.90788,0.455,ML,4,4A5324 loc 66,DS757,N4-N-37-101-03873,991198.0,427578
402365,101,S,4,85,68000.0,38.73,388.403,37.367859,-121.90797099999999,1.12,ML,5,4A5324 loc 66,DS757,N5-S-37-101-03873,991199.0,425080
402366,101,N,4,85,69084.0,43.3,392.93699999999995,37.388542,-121.986478,0.47,ML,4,4A5324 loc 68,DS758,N4-N-37-101-04330,991200.0,427584
402367,101,S,4,85,69084.0,43.3,392.973,37.388372,-121.986538,0.475,ML,4,4A5324 loc 68,DS758,N4-S-37-101-04330,991201.0,427884
402370,101,N,4,85,77000.0,44.87,394.50699999999995,37.395920000000004,-122.013438,0.51,ML,4,4A5324 LOC 70,DS760,N4-N-37-101-04487,991204.0,427596
402371,101,S,4,85,77000.0,45.1,394.773,37.396611,-122.017518,0.38,ML,4,4A5324 LOC 71,DS761,N4-S-37-101-04510,991205.0,427896
402372,101,N,4,85,49670.0,47.3,396.93699999999995,37.40547,-122.055924,0.405,ML,4,4A5324 loc 72,DS762,N4-N-37-101-04730,991206.0,427602
402373,101,S,4,85,49670.0,47.32,396.99300000000005,37.405335,-122.056343,0.505,ML,4,4A5324 loc 72,DS762,N4-S-37-101-04732,991207.0,427902
403225,880,S,4,85,68000.0,2.75,2.75,37.349517,-121.91728,0.36,ML,3,Airport Blvd rm-s-diag,DT378,L3-S-37-880-00275,997250.0,421402
403265,880,S,4,85,68000.0,2.72,2.72,37.349229,-121.917686,0.1,ML,3,Coleman Ave rm-s-loop,DTA94,L3-S-37-880-00272,997251.0,421397
403329,17,N,4,85,10340.0,10.47,23.023000000000003,37.270267,-121.947353,0.51,ML,3,Camden Ave rm-n-loop,DTB25,L3-N-37-017-01047,997278.0,430594
403401,280,S,4,85,68000.0,1.29,1.29,37.328484,-121.870843,0.48,ML,4,S 11th St rm-s-diag,DTB11,L4-S-37-280-00129,996024.0,431071
403402,280,N,4,85,68000.0,1.29,1.29,37.328720000000004,-121.870796,0.515,ML,5,oppo S 11th St rm-s-diag,DTB11,L5-N-37-280-00129,996025.0,431072
403404,280,S,4,85,68000.0,1.52,1.52,37.327807,-121.874899,0.36,ML,4,S 7th St rm-s-diag,DTB12,L4-S-37-280-00152,996023.0,431069
403406,280,S,4,85,68000.0,2.01,2.01,37.32592,-121.88331399999998,0.265,ML,5,S 1st St rm-s-loop,DTB13,L5-S-37-280-00201,996022.0,431067
403409,280,S,4,85,68000.0,2.44,2.44,37.324015,-121.89067299999999,0.395,ML,5,NB 87/SB 87 rm-s-,DTB14,L5-S-37-280-00244,996021.0,431037
403412,280,S,4,85,68000.0,2.84,2.84,37.32243,-121.89764,0.205,ML,4,Bird Ave rm-s-diag,DTB15,L4-S-37-280-00284,996020.0,431034
403414,280,S,4,85,68000.0,3.92,3.92,37.314844,-121.913648,0.5,ML,4,Southwest Expwy/Meridian Ave,DTB16,L4-S-37-280-00392,996019.0,431014
403419,280,S,4,85,68000.0,4.38,4.38,37.316765999999994,-121.921548,0.25,ML,4,Menker Ave rm-s-diag,DTB17,L4-S-37-280-00438,996018.0,431000
404370,17,N,4,85,10340.0,12.46,25.013,37.296028,-121.939132,1.579,ML,4,Hamilton Ave rm-n-diag,DT909,L4-N-37-017-01246,998029.0,422458
404434,85,N,4,85,10340.0,12.07,12.245999999999999,37.265521,-121.98154,1.18,ML,3,N of Winchester Blvd.,DR512,U3-N-37-085-01207,980735.0,433194
404435,85,N,4,85,17610.0,17.96,18.136,37.326592,-122.050852,0.435,ML,3,0.42 Mile S of I-280,DR513,U3-N-37-085-01796,980736.0,433200
404444,85,S,4,85,10340.0,12.07,12.245999999999999,37.265311,-121.98169399999999,1.18,ML,3,N of Winchester Blvd.,DR512,U3-S-37-085-01207,981735.0,433195
404451,87,N,4,85,68000.0,1.23,1.23,37.27263,-121.862544,0.24,ML,3,oppo Capitol expwy rm-s-diag,DTB99,L3-N-37-087-00123,998098.0,417794
404452,87,N,4,85,68000.0,2.12,2.12,37.284773,-121.867709,0.3,ML,2,1600' N of Hillsdale Ave,DT198,L2-N-37-087-00212,187109.0,417413
404453,87,N,4,85,68000.0,4,4.0,37.309111,-121.88259599999999,0.41,ML,3,600' S of Alma Ave,DT130,L3-N-37-087-00400,187115.0,417429
404461,87,S,4,85,68000.0,4,3.99,37.309012,-121.88251799999999,0.41,ML,4,600' S of Alma Ave,DT130,L4-S-37-087-00400,87118.0,417593
404462,87,S,4,85,68000.0,1.24,1.23,37.272658,-121.86255600000001,0.24,ML,3,Capitol expwy rm-s-diag,DTB99,L3-S-37-087-00124,998097.0,417958
404521,101,N,4,85,68000.0,42.08,391.717,37.382585999999996,-121.965617,0.69,ML,4,San Tomas Expwy  rm-n-loop,DT238,l4-N-37-101-04208,998167.0,422638
404522,101,N,4,85,77000.0,46.19,395.827,37.400971999999996,-122.036547,0.725,ML,4,NB 101 to WB 237 I/C,DT816,L4-N-37-101-04619,998894.0,422686
404553,101,S,4,85,77000.0,44.87,394.543,37.395734000000004,-122.01348899999999,0.2,ML,4,Fair Oaks Ave rm-s-loop,DTB85,L4-S-37-101-04487,998187.0,424588
404585,237,E,4,85,77000.0,R3.85,3.907,37.406298,-122.011605,2.94,ML,3,Fair Oaks Ave. off-e-diag,DT592,L3-E-37-237-R0385,998898.0,420552
404586,237,W,4,85,77000.0,R3.85,3.907,37.406475,-122.01162099999999,0.8,ML,3,oppo Fair Oaks Ave. off-e-diag,DT592,L3-W-37-237-R0385,998899.0,418906
404640,280,S,4,85,17610.0,10.46,11.842,37.333349,-122.05085700000001,0.85,ML,4,SB & NB 85,DTA91,L4-S-37-280-01046,998271.0,419424
404753,101,N,4,85,68000.0,38.37,388.00699999999995,37.364689,-121.90298899999999,0.235,ML,5,oppo NB 101 rm-s-loop,DT231,L5-N-37-101-03837,998316.0,426581
404759,880,S,4,85,68000.0,4.13,4.13,37.365167,-121.901551,0.225,ML,4,NB 101 rm-s-loop,DT231,L4-S-37-880-00413,998315.0,421422
405613,87,N,4,85,68000.0,.5,0.5,37.262704,-121.85853300000001,0.115,ML,2,SB 85 rm-n-conn,DT967,L2-N-37-087-00050,998936.0,417786
405619,87,S,4,85,68000.0,2.12,2.11,37.284665000000004,-121.867631,0.3,ML,2,1600' N of Hillsdale Ave,DT198,L2-S-37-087-00212,387110.0,417577
405701,280,N,4,85,68000.0,4.54,4.54,37.316969,-121.924481,0.43,ML,5,Menker Ave rm-n-slip,DTB39,L5-N-37-280-00454,997288.0,431504
407150,680,N,4,85,47766.0,7.1,7.09,37.427274,-121.88443600000001,0.475,ML,4,oppo S of Wrigley Way,DT0C9,L4-N-37-680-00710,999497.0,437728
407151,680,N,4,85,68000.0,6.63,6.62,37.420741,-121.882093,0.4,ML,4,oppo N of Landess Ave,DT0C8,L4-N-37-680-00663,999496.0,437770
407152,680,N,4,85,68000.0,6.3,6.29,37.416073,-121.880751,0.46,ML,4,Landess Ave rm-n-diag,DT0C7,L4-N-37-680-00630,999495.0,437773
407153,680,N,4,85,,5.02,5.01,37.398059,-121.87521100000001,0.365,ML,4,oppo N Capitol Ave rm-s-diag,DT0C3,L4-N-37-680-00502,999492.0,437847
407155,680,N,4,85,68000.0,4.49,4.48,37.391513,-121.87037600000001,0.54,ML,4,Hotstteter Rd rm-s-loop/diag,DT0C2,L4-N-37-680-00449,999491.0,437860
407157,680,N,4,85,,3.94,3.93,37.385475,-121.86383899999998,0.535,ML,4,Berryessa Rd rm-n-diag,DT0C1,L4-N-37-680-00394,999490.0,437862
407161,680,N,4,85,68000.0,5.71,5.7,37.40777,-121.878234,0.54,ML,4,N of N Capitol Ave,DT0C5,L4-N-37-680-00571,999494.0,437800
407165,680,N,4,85,68000.0,.48,0.47,37.344023,-121.845368,0.39,ML,6,S. King Rd rm-n-diag,DT0A8,L6-N-37-680-00048,999512.0,437702
407172,680,N,4,85,68000.0,.25,0.24,37.341738,-121.84836899999999,0.248,ML,4,S. King Rd off-n-diag,DT0A7,L4-N-37-680-00025,999484.0,437683
407173,680,N,4,85,68000.0,.28,0.27,37.342007,-121.847982,0.115,ML,3,S. King Rd off-n-diag,DT0A7,L3-N-37-680-00028,999479.0,437689
407174,680,N,4,85,68000.0,5.22,5.21,37.40088,-121.876103,0.345,ML,4,N Capitol Ave rm-n-diag,DT0C4,L4-N-37-680-00522,999493.0,437820
407176,680,N,4,85,68000.0,1.66,1.65,37.358523,-121.840267,0.185,ML,4,Alum Rock Rd rm-n-loop,DT0B4,L4-N-37-680-00166,999486.0,437830
407177,680,N,4,85,68000.0,1.79,1.78,37.360223,-121.84128500000001,0.39,ML,4,Alum Rock Rd rm-n-diag,DT0B5,L4-N-37-680-00179,999483.0,440248
407179,680,N,4,85,,2.44,2.43,37.368611,-121.84660900000002,0.51,ML,4,McKee Rd rm-n-diag,DT0B7,L4-N-37-680-00244,999487.0,437909
407180,680,N,4,85,,2.81,2.8,37.372785,-121.850839,0.49,ML,4,N of McKee Rd,DT0B8,L4-N-37-680-00281,999488.0,437922
407181,680,N,4,85,,3.42,3.41,37.379684000000005,-121.85778300000001,0.565,ML,4,oppo S of Berryessa Rd,DT0B9,L4-N-37-680-00342,999489.0,437933
407184,680,S,4,85,47766.0,7.1,7.09,37.427403000000005,-121.884848,0.475,ML,4,S of Wrigley Way,DT0C9,L4-S-37-680-00710,999510.0,437719
407185,680,S,4,85,68000.0,6.63,6.62,37.420881,-121.882423,0.525,ML,4,N of Landess Ave,DT0C8,L4-S-37-680-00663,999509.0,437758
407186,680,S,4,85,,4.49,4.48,37.391614000000004,-121.870798,0.65,ML,4,Hotstteter Rd rn-s-loop/diag,DT0C2,L4-S-37-680-00449,999505.0,437850
407187,680,S,4,85,,3.72,3.71,37.383139,-121.861675,0.535,ML,4,Berryessa Rd rm-s-diag,DT0C0,L4-S-37-680-00372,999504.0,437873
407190,680,S,4,85,68000.0,6.05,6.04,37.412704,-121.880023,0.46,ML,4,Montague Expwy rm-s-diag,DT0C6,L4-S-37-680-00605,999508.0,437790
407191,680,S,4,85,68000.0,5.71,5.7,37.407919,-121.878542,0.515,ML,4,oppo N of N Capitol Ave,DT0C5,L4-S-37-680-00571,999507.0,437809
407194,680,S,4,85,68000.0,.48,0.47,37.344190999999995,-121.845564,0.385,ML,6,S. King Rd off-s-diag,DT0A9,L6-S-37-680-00048,999513.0,437730
407200,680,S,4,85,,5.02,5.01,37.398207,-121.875543,0.61,ML,4,N Capitol Ave rm-s-diag,DT0C3,L4-S-37-680-00502,999506.0,437837
407202,680,S,4,85,68000.0,1.81,1.8,37.360613,-121.841794,0.415,ML,4,oppo Alum Rock Rd rm-n-diag,DT0B5,L4-S-37-680-00181,999500.0,437888
407204,680,S,4,85,68000.0,2.23,2.22,37.366096999999996,-121.84510300000001,0.5,ML,4,McKee Rd rm-s-diag,DT0B6,L4-S-37-680-00223,999501.0,437897
407206,680,S,4,85,,2.81,2.8,37.372896999999995,-121.851246,0.595,ML,4,oppo N of McKee Rd,DT0B8,L4-S-37-680-00281,999502.0,437928
407207,680,S,4,85,,3.42,3.41,37.379794,-121.85818799999998,0.455,ML,4,S of Berryessa Rd,DT0B9,L4-S-37-680-00342,999503.0,437939
407321,85,N,4,85,77000.0,R18.55,18.726,37.333648,-122.056851,0.17,ML,3,NB Rte 280 / Stevens Creek,DT6B2,L3-N-37-085-R1855,999529.0,438025
407323,85,N,4,85,49670.0,R23.01,23.186,37.396419,-122.068661,0.675,ML,3,Central Expwy rm-n-diag,DT194,L3-N-37-085-R2301,999521.0,438031
407325,85,N,4,85,49670.0,R22.13,22.305999999999997,37.383707,-122.06810800000001,0.6,ML,3,EB 237 rm-n-loop,DT6C1,L3-N-37-085-R2213,999543.0,437984
407328,85,N,4,85,49670.0,R21.68,21.855999999999998,37.377217,-122.06754199999999,0.205,ML,3,ECR rm-n-loop,DT6A3,L3-N-37-085-R2168,999523.0,438046
407331,85,N,4,85,77000.0,R18.7,18.875999999999998,37.335431,-122.05833700000001,0.405,ML,4,Homestead Dr rm-n-loop,DT6B3,L4-N-37-085-R1870,999530.0,438190
407332,85,N,4,85,49670.0,R23.71,23.886,37.407311,-122.069566,2.8489999999999998,HV,1,NB 101 HOV,DT6C0,C1-N-37-085-R2371,999517.0,438089
407335,85,N,4,85,49670.0,R21.4,21.576,37.373213,-122.06736799999999,0.515,ML,3,Stevens Creek Trail POC,DT6B9,L3-N-37-085-R2140,999541.0,438109
407336,85,N,4,85,,R20.65,20.826,37.363146,-122.062707,0.6,ML,3,N of Fremont Ave,DT6B8,L3-N-37-085-R2065,999539.0,438127
407337,85,N,4,85,77000.0,R19.94,20.116,37.353092,-122.0609,0.185,ML,3,W Fremont Ave rm-n-diag,DT6B7,L3-N-37-085-R1994,999537.0,438136
407339,85,N,4,85,77000.0,R19.83,20.006,37.351571,-122.06028500000001,0.29,ML,3,oppo W Fremont Ave rm-s-diag,DT6B6,L3-N-37-085-R1983,999535.0,438150
407341,85,N,4,85,17610.0,R19.36,19.535999999999998,37.344713,-122.059766,0.565,ML,3,The Dalles POC,DT6B5,L3-N-37-085-R1936,999533.0,438165
407342,85,N,4,85,49670.0,R21.81,21.986,37.379094,-122.067604,0.225,ML,3,ECR rm-n-diag,DT6A6,L3-N-37-085-R2181,999525.0,438065
407344,85,N,4,85,77000.0,R18.36,18.535999999999998,37.331501,-122.05468700000002,0.295,ML,3,SB I-280 rm-n-loop,DT6B0,L3-N-37-085-R1836,999527.0,438101
407348,85,S,4,85,49670.0,R22.17,22.346,37.384273,-122.06841200000001,0.33,ML,3,EB 237 rm-n-loop,DT6C1,L3-S-37-085-R2217,999544.0,437985
407352,85,S,4,85,49670.0,R21.67,21.846,37.377057,-122.067805,0.215,ML,3,ECR rm-s-diag,DT6A5,L3-S-37-085-R2167,999524.0,438056
407359,85,S,4,85,49670.0,R23.71,23.886,37.407146999999995,-122.07005500000001,2.8489999999999998,HV,1,SB 101 HOV,DT6C0,C1-S-37-085-R2371,999519.0,438086
407360,85,S,4,85,49670.0,R21.4,21.576,37.373187,-122.067646,0.51,ML,3,oppo Stevens Creek Trail POC,DT6B9,L3-S-37-085-R2140,999542.0,438114
407361,85,S,4,85,,R20.65,20.826,37.363107,-122.063006,0.6,ML,3,oppo N of Fremont Ave,DT6B8,L3-S-37-085-R2065,999540.0,438131
407364,85,S,4,85,77000.0,R19.83,20.006,37.351529,-122.06051799999999,0.42,ML,3,W Fremont Ave rm-s-diag,DT6B6,L3-S-37-085-R1983,999536.0,438155
407367,85,S,4,85,49670.0,R21.83,22.006,37.379368,-122.067871,0.25,ML,3,ECR rm-s-loop,DT6A9,L3-S-37-085-R2183,999526.0,438077
407370,85,S,4,85,77000.0,R18.55,18.726,37.333574,-122.05700700000001,0.69,ML,3,NB I-280 rm-s-loop,DT6B1,L3-S-37-085-R1855,999528.0,438119
407372,85,S,4,85,77000.0,R19.36,19.535999999999998,37.344708000000004,-122.059991,0.48,ML,3,oppo The Dalles POC,DT6B5,L3-S-37-085-R1936,999534.0,438170
407373,85,S,4,85,17610.0,R18.87,19.046,37.337629,-122.05971699999999,0.405,ML,3,Homestead Dr off-s-diag,DT6B4,L3-S-37-085-R1887,999532.0,438178
407374,85,S,4,85,49670.0,R22.92,23.096,37.395123,-122.06861200000002,0.495,ML,3,oppo Central Expwy on-n-diag,DT194,L3-S-37-085-R2292,999522.0,438213
407710,280,N,4,85,68000.0,L5.33,5.33,37.317459,-121.93879299999999,0.7709999999999999,ML,3,17/880 IC,DT882,L3-N-37-280-L0533,17141.0,426574
407711,280,S,4,85,68000.0,L5.48,5.48,37.317112,-121.941507,0.8059999999999999,ML,4,17/880 IC,DT882,L4-S-37-280-L0548,17142.0,423851
408907,880,N,4,85,,.31,0.31,37.321822,-121.940425,0.425,ML,3,SB/NB 280 rm-n-fly/diag,DT596,L3-N-37-880-00031,999585.0,440151
408911,880,S,4,85,,.54,0.54,37.325153,-121.940859,0.57,ML,4,Stevens Creek Blvd,DT938,L4-S-37-880-00054,999586.0,440137
409524,87,N,4,85,68000.0,7.1,7.1,37.348448,-121.907247,0.765,ML,3,Taylor Street rm-n-diag,DT202,L3-N-37-087-00710,997187.0,420912
409525,87,N,4,85,,8.23,8.23,37.362565999999994,-121.917493,0.75,ML,3,oppo Skyport Dr. Rm-s-diag,DTA57,L3-N-37-087-00823,999105.0,420917
409526,87,N,4,85,,8.6,8.6,37.366737,-121.921627,0.405,ML,3,Skyport Dr rm-n-diag,DTA58,L3-N-37-087-00860,999106.0,420922
409528,87,S,4,85,,8.23,8.22,37.362466999999995,-121.917418,0.95,ML,3,Skyport Dr. Rm-s-diag,DTA57,L3-S-37-087-00823,999104.0,421317
409529,87,S,4,85,,8.6,8.59,37.366662,-121.92151899999999,0.405,ML,3,Skyport Dr rm-n-diag,DTA58,L3-S-37-087-00860,999107.0,421322
413026,880,N,4,85,47766.0,8.1,8.1,37.421232,-121.91480800000001,0.355,ML,5,Calaveras Blvd/EB 237,DTB93,L5-N-37-880-00810,999769.0,442516
413845,237,W,4,85,69084.0,8.8,8.852,37.422887,-121.925747,2.6310000000000002,ML,4,McCarthy Blvd rm-w-diag,DT9A3,L4-W-37-237-00880,999794.0,442921
413877,280,N,4,85,68000.0,2.97,2.97,37.321613,-121.89964199999999,0.53,ML,5,Bird Ave rm-n-diag,DTB37,L5-N-37-280-00297,999797.0,442875
413878,280,N,4,85,68000.0,2.32,2.32,37.324641,-121.888603,0.36,ML,4,Almaden Blvd rm-n-diag,DTB35,L4-N-37-280-00232,999796.0,442881
414284,280,N,4,85,68000.0,2.77,2.77,37.323066,-121.89653799999999,0.265,ML,5,NB 87/SB 87 rm-n-fly/diag,DTB36,L5-N-37-280-00277,999821.0,443118
414694,280,N,4,85,,3.91,3.91,37.315051000000004,-121.91349699999999,0.75,ML,4,Meridian Ave rm-n-loop,DTB38,L4-N-37-280-00391,999828.0,443406
