ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-456356,MapQuest,201.0,3,2017-06-22 04:17:40,2017-06-22 05:02:31,37.546719,-122.02275800000001,,,0.0,Accident on I-880 Northbound before Thornton Ave.,,Thornton Ave,R,Fremont,Alameda,CA,94536,US,US/Pacific,KPAO,2017-06-22 06:47:00,69.8,,73.0,29.7,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-456357,MapQuest,201.0,2,2017-06-22 04:13:47,2017-06-22 04:59:12,38.470215,-122.229477,,,0.0,Accident on Old Capell Valley Rd at Capell Cross Rd.,1802.0,Old Capell Valley Rd,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2017-06-22 03:54:00,62.1,,78.0,29.64,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-487799,MapQuest,201.0,2,2017-06-22 04:07:10,2017-06-22 05:06:52,29.625009999999996,-95.714729,,,0.0,Accident on Plantation Dr at Bittersweet Dr.,622.0,Plantation Dr,L,Richmond,Fort Bend,TX,77406-8046,US,US/Central,KSGR,2017-06-22 03:53:00,75.9,,94.0,29.58,10.0,NNW,10.4,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2697385,Bing,,3,2017-06-22 03:47:48,2017-06-22 09:47:48,37.5419,-77.39038000000001,37.55503,-77.40749,1.304,Between VA-33/Nine Mile Rd/Exit 193 and US-360/Exit 192 - Accident.,,I-64 W,R,Richmond,Henrico,VA,23223,US,US/Eastern,KRIC,2017-06-22 03:54:00,73.9,,87.0,30.02,9.0,SW,8.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2704214,Bing,,4,2017-06-22 03:05:03,2017-06-22 09:05:03,37.8719,-122.3055,37.86427,-122.30318,0.542,Closed at University Ave - Road closed due to accident.,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2017-06-22 02:53:00,64.0,,75.0,29.67,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2697345,Bing,,4,2017-06-21 23:28:19,2017-06-22 05:28:19,41.7355,-84.9984,41.72959,-84.970443,1.4980000000000002,Closed between I-69/US-27/Exit 144 and James Whitcomb Riley Service Area - Road closed due to accident.,,I-90 E,R,Fremont,Steuben,IN,46737,US,US/Eastern,KANQ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-456345,MapQuest,201.0,3,2017-06-21 22:50:22,2017-06-21 23:35:02,37.808498,-122.36685200000001,,,0.0,Slow lane blocked due to accident on I-80 Westbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-06-21 22:53:00,64.0,,78.0,29.7,8.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-456338,MapQuest,201.0,3,2017-06-21 21:17:36,2017-06-21 21:46:24,37.563477,-122.03858899999999,,,0.0,(Partially) 1 lane blocked due to accident Car Vs Deer involved on I-880 Northbound at Exit 21 Decoto Rd.,,Nimitz Fwy S,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,2017-06-21 20:54:00,73.0,,53.0,29.72,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-456335,MapQuest,201.0,2,2017-06-21 20:48:24,2017-06-21 21:17:46,37.318287,-121.831551,,,0.0,Accident on US-101 Southbound at Exit 383 Tully Rd.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2017-06-21 20:50:00,82.4,,45.0,29.71,10.0,NNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2704191,Bing,,2,2017-06-21 19:08:05,2017-06-22 01:08:05,37.31793,-121.97918999999999,37.316179999999996,-121.97039,0.498,At Saratoga Ave - Accident.,,I-280 S,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2017-06-21 18:53:00,84.2,,45.0,29.68,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704190,Bing,,2,2017-06-21 19:08:05,2017-06-22 01:08:05,37.729490000000006,-122.18648999999999,37.73441,-122.1908,0.414,At 98th Ave - Accident.,,I-880 N,R,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2017-06-21 18:53:00,71.1,,61.0,29.69,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456333,MapQuest,201.0,3,2017-06-21 19:07:50,2017-06-21 19:36:25,37.731876,-122.18854499999999,,,0.0,Slow lane blocked due to accident on I-880 Northbound at Exit 35 98th Ave.,,98th Ave,R,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2017-06-21 18:53:00,71.1,,61.0,29.69,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704189,Bing,,2,2017-06-21 18:42:33,2017-06-22 00:42:33,37.320640000000004,-121.9955,37.318940000000005,-121.99215,0.218,At Lawrence Expy - Accident.,,I-280 S,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2017-06-21 18:53:00,84.2,,45.0,29.68,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456330,MapQuest,201.0,3,2017-06-21 18:37:24,2017-06-21 19:07:05,37.318939,-121.99218,,,0.0,Slow lane blocked due to accident on I-280 Southbound at Exit 9 County Hwy-G2 Lawrence Expy.,,I-280 S,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2017-06-21 18:53:00,84.2,,45.0,29.68,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704188,Bing,,2,2017-06-21 18:30:33,2017-06-22 00:30:33,37.79841,-122.27486999999999,37.7964,-122.26966999999999,0.316,At Broadway - Accident.,,I-880 S,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-06-21 18:53:00,71.1,,61.0,29.69,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704187,Bing,,2,2017-06-21 18:29:06,2017-06-22 00:29:06,37.328759999999996,-121.89563000000001,37.323440000000005,-121.8922,0.413,At I-280/Junipero Serra Fwy/Exit 5 - Accident.,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-06-21 18:53:00,84.2,,45.0,29.68,10.0,West,8.1,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456325,MapQuest,201.0,3,2017-06-21 17:51:26,2017-06-21 18:21:10,37.796608,-122.27035500000001,,,0.0,#2 lane blocked due to accident on I-880 Southbound at Exit 41B I-980.,,Nimitz Fwy S,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-06-21 17:53:00,73.9,,57.0,29.7,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704169,Bing,,2,2017-06-21 17:35:52,2017-06-21 23:35:52,37.447590000000005,-122.12151000000001,37.45134,-122.1255,0.33899999999999997,At Embarcadero Rd/Exit 402 - Accident.,,US-101 N,R,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,2017-06-21 17:47:00,77.0,,65.0,29.69,10.0,North,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704164,Bing,,2,2017-06-21 17:11:52,2017-06-21 23:11:52,38.068490000000004,-122.22627,38.06968,-122.22691999999999,0.09,At Carquinez Bridge Toll Plaza - Accident.,,Carquinez Brg E,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,2017-06-21 16:54:00,86.0,,43.0,29.65,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456319,MapQuest,201.0,2,2017-06-21 16:51:25,2017-06-21 17:21:06,37.28038,-121.864975,,,0.0,Accident on CA-87 Northbound at Capitol Expy.,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95136,US,US/Pacific,KRHV,2017-06-21 16:48:00,89.6,,38.0,29.7,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704157,Bing,,2,2017-06-21 16:28:25,2017-06-21 22:28:25,37.25076,-121.90536999999999,37.250690000000006,-121.91388,0.46799999999999997,At Branham Ln/Camden Ave - Accident.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,2017-06-21 16:48:00,89.6,,38.0,29.7,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704155,Bing,,2,2017-06-21 15:59:56,2017-06-21 21:59:56,37.800909999999995,-122.22882,37.79984,-122.2243,0.258,At Beaumont Ave - Accident.,,Beaumont Ave,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2017-06-21 15:53:00,75.0,,55.0,29.72,10.0,WNW,17.3,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2704154,Bing,,2,2017-06-21 15:55:28,2017-06-21 21:55:28,37.73473,-122.40638,37.74072,-122.40773999999999,0.42,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2017-06-21 15:56:00,75.0,,48.0,29.71,10.0,WNW,18.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456308,MapQuest,201.0,3,2017-06-21 15:54:55,2017-06-21 16:24:33,37.799725,-122.223801,,,0.0,#1 lane blocked due to accident on I-580 Eastbound at Beaumont Ave.,,I-580 E,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2017-06-21 15:53:00,75.0,,55.0,29.72,10.0,WNW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704150,Bing,,2,2017-06-21 15:47:59,2017-06-21 21:47:59,37.809670000000004,-122.24658000000001,37.80873,-122.24316,0.198,At Lakeshore Ave - Accident.,,I-580 E,R,Oakland,Alameda,CA,94610,US,US/Pacific,KOAK,2017-06-21 15:53:00,75.0,,55.0,29.72,10.0,WNW,17.3,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-456307,MapQuest,201.0,3,2017-06-21 15:44:46,2017-06-21 16:14:18,37.808594,-122.242805,,,0.0,#1 lane blocked due to accident on I-580 Eastbound at Lakeshore Ave.,,I-580 E,R,Oakland,Alameda,CA,94610,US,US/Pacific,KOAK,2017-06-21 15:53:00,75.0,,55.0,29.72,10.0,WNW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456302,MapQuest,201.0,2,2017-06-21 15:25:07,2017-06-21 15:54:47,37.743958,-122.405594,,,0.0,#4 lane blocked due to accident on US-101 Northbound at Exit 432 Cesar Chavez.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2017-06-21 14:56:00,75.9,,46.0,29.73,10.0,NW,18.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704143,Bing,,2,2017-06-21 15:23:14,2017-06-21 21:23:14,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2017-06-21 14:56:00,75.9,,46.0,29.73,10.0,NW,18.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456301,MapQuest,201.0,3,2017-06-21 15:15:25,2017-06-21 15:45:02,37.655499,-122.101578,,,1.08000004292,Accident on exit ramp from I-880 Southbound at Exit 28 to Winton Ave.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2017-06-21 14:54:00,82.0,,39.0,29.75,10.0,West,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456303,MapQuest,201.0,2,2017-06-21 15:14:26,2017-06-21 15:44:10,37.851334,-122.222885,,,0.0,Slow lane blocked due to accident on CA-24 Westbound at Exit 6 Caldecott Ln.,,CA-24 W,R,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,2017-06-21 14:53:00,77.0,,50.0,29.74,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456299,MapQuest,201.0,2,2017-06-21 15:13:59,2017-06-21 15:43:31,37.976867999999996,-122.52071399999998,,,0.0,#3 & #4 lane blocked due to accident on US-101 Southbound at Exit 452 Irwin St. SigAlert issued.,,US-101 S,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,2017-06-21 15:15:00,93.2,,36.0,29.71,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704133,Bing,,2,2017-06-21 15:08:15,2017-06-21 21:08:15,37.964890000000004,-122.51453000000001,37.96134,-122.50986,0.353,At Eastbound I-580 Acc - Accident.,,US-101 S,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,2017-06-21 15:15:00,93.2,,36.0,29.71,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456295,MapQuest,201.0,3,2017-06-21 14:11:53,2017-06-21 14:41:43,37.797863,-122.273018,,,0.0,Accident on I-880 Northbound at Exit 41B I-980.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-06-21 13:53:00,77.0,,52.0,29.75,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704122,Bing,,2,2017-06-21 14:02:57,2017-06-21 20:02:57,37.6524,-122.09886999999999,37.65992,-122.10354,0.579,At Winton Ave - Accident.,,I-880 N,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2017-06-21 13:54:00,79.0,,45.0,29.77,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704114,Bing,,2,2017-06-21 13:33:33,2017-06-21 19:33:33,37.63491,-122.0869,37.6278,-122.08183999999999,0.564,At Tennyson Rd - Accident.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2017-06-21 13:54:00,79.0,,45.0,29.77,10.0,West,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456291,MapQuest-Bing,201.0,2,2017-06-21 13:22:50,2017-06-21 13:52:29,37.255466,-121.84985400000001,,,0.0,Accident on CA-85 Northbound at Exits 5A 5B CA-87.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95123,US,US/Pacific,KRHV,2017-06-21 13:50:00,91.4,,31.0,29.75,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-2697176,Bing,,2,2017-06-21 12:23:53,2017-06-21 18:23:53,37.559870000000004,-77.40749,37.563542,-77.405135,0.285,At St Claire Ln - Accident.,,Barlow Ln,R,Richmond,Henrico,VA,23223,US,US/Eastern,KRIC,2017-06-21 11:54:00,79.0,,74.0,30.05,10.0,SSW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456288,MapQuest,201.0,2,2017-06-21 12:13:18,2017-06-21 12:43:01,38.016769000000004,-121.990753,,,0.0,#4 lane blocked due to accident on CA-4 Eastbound at Exit 17 Willow Pass Rd.,,CA-4 E,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2017-06-21 12:53:00,88.0,,37.0,29.7,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456287,MapQuest,201.0,3,2017-06-21 11:40:39,2017-06-21 12:10:07,38.203915,-122.154762,,,0.0,Accident on I-80 Eastbound before Red Top Rd. On the median.,,I-80 E,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-06-21 11:54:00,73.0,,57.0,29.76,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704089,Bing,,2,2017-06-21 10:56:54,2017-06-21 16:56:54,37.809020000000004,-122.36621000000001,37.807112,-122.368277,0.174,At Bay Brg - Accident.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-06-21 10:53:00,68.0,,68.0,29.81,10.0,WSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456284,MapQuest,201.0,3,2017-06-21 10:42:23,2017-06-21 11:11:33,37.786995000000005,-122.38987,,,0.0,Middle lane blocked due to accident on I-80 Westbound before Fremont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2017-06-21 10:53:00,68.0,,68.0,29.81,10.0,WSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456283,MapQuest,201.0,3,2017-06-21 10:28:02,2017-06-21 10:56:52,37.32328,-121.940804,,,0.0,Accident on I-880 Southbound at Stevens Creek Blvd.,,I-880 S,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2017-06-21 10:53:00,75.0,,53.0,29.78,10.0,East,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704086,Bing,,2,2017-06-21 10:22:24,2017-06-21 16:22:24,37.421640000000004,-121.93436000000001,37.42021,-121.94057,0.355,At Zanker Rd - Accident.,,CA-237 W,R,San Jose,Santa Clara,CA,95134,US,US/Pacific,KSJC,2017-06-21 09:53:00,69.1,,61.0,29.81,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456277,MapQuest,201.0,3,2017-06-21 09:42:19,2017-06-21 10:10:59,37.806133,-122.303696,,,1.37000000477,Exit ramp from I-880 Northbound at Exit 44 to 7th Street both ways shoulder blocked due to accident.,1775.0,7th St,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-06-21 09:53:00,64.9,,73.0,29.81,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456276,MapQuest,201.0,2,2017-06-21 09:34:19,2017-06-21 10:03:57,37.752502,-122.40300800000001,,,0.0,Accident on US-101 Southbound after Exit 432 Cesar Chavez.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-06-21 09:53:00,64.9,,73.0,29.81,10.0,SW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2697129,Bing,,2,2017-06-21 09:28:23,2017-06-21 15:28:23,37.552640000000004,-77.4433,37.5739,-77.45971999999999,1.722,Between US-1/US-301/Belvidere/Exit 76 and Hermitage Rd/Exit 78 - Accident.,,I-95 N,R,Richmond,Richmond City,VA,23220,US,US/Eastern,KRIC,2017-06-21 09:06:00,72.0,,87.0,30.05,10.0,WSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456274,MapQuest,201.0,3,2017-06-21 09:05:35,2017-06-21 09:34:57,37.803886,-122.301971,,,0.0,Restrictions on entry ramp due to accident on I-880 Northbound at 7th St.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-06-21 08:53:00,64.0,,75.0,29.83,10.0,WSW,4.6,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704083,Bing,,2,2017-06-21 09:02:54,2017-06-21 15:02:54,37.422167,-121.932002,37.421759,-121.933857,0.106,At Zanker Rd - Accident.,,CA-237 W,R,San Jose,Santa Clara,CA,95134,US,US/Pacific,KSJC,2017-06-21 08:53:00,66.0,,68.0,29.81,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456273,MapQuest,201.0,3,2017-06-21 09:01:59,2017-06-21 09:31:27,37.796513,-122.210747,,,0.0,Accident on I-580 Westbound before Exit 24 Coolidge Ave.,,I-580 E,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2017-06-21 08:53:00,64.0,,75.0,29.83,10.0,WSW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456272,MapQuest,201.0,3,2017-06-21 08:56:50,2017-06-21 09:26:08,37.780998,-122.17338600000001,,,0.0,Right hand shoulder blocked due to accident on I-580 Westbound before Seminary Ave.,,I-580 W,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2017-06-21 08:53:00,64.0,,75.0,29.83,10.0,WSW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456270,MapQuest,201.0,3,2017-06-21 08:54:05,2017-06-21 09:23:42,37.327217,-121.88105800000001,,,0.0,Accident on I-280 Northbound after 4th St.,671.0,S 3rd St,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-06-21 08:53:00,66.0,,68.0,29.81,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456267,MapQuest,201.0,3,2017-06-21 08:41:55,2017-06-21 09:11:27,37.317062,-121.97492199999999,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 7 Saratoga Ave.,,Saratoga Ave,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2017-06-21 08:53:00,66.0,,68.0,29.81,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456269,MapQuest,201.0,3,2017-06-21 08:36:38,2017-06-21 09:05:35,37.808498,-122.36685200000001,,,0.0,Left lane blocked due to accident on I-80 Westbound before Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-06-21 08:53:00,64.0,,75.0,29.83,10.0,WSW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456266,MapQuest,241.0,3,2017-06-21 08:32:20,2017-06-21 09:01:38,37.784969,-122.392784,,,0.0,#1 lane blocked due to accident on I-80 Westbound before Harrison St.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2017-06-21 08:15:00,62.1,,78.0,29.83,10.0,SW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704080,Bing,,2,2017-06-21 08:29:52,2017-06-21 14:29:52,37.723620000000004,-122.40133999999999,37.72175,-122.40058,0.136,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2017-06-21 08:37:00,61.0,,72.0,29.82,10.0,NNW,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704066,Bing,,2,2017-06-21 07:23:08,2017-06-21 13:23:08,38.119003,-122.284225,38.118144,-122.286566,0.14,At CA-121/Arnold Dr/Carneros Hwy - Accident.,,Sears Point Rd,R,Vallejo,Solano,CA,94592,US,US/Pacific,KAPC,2017-06-21 07:47:00,61.0,,78.0,29.82,10.0,SW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2704062,Bing,,2,2017-06-21 07:14:52,2017-06-21 13:14:52,37.29176,-121.87163999999999,37.29878,-121.87451999999999,0.51,At Curtner Ave/Exit 3 - Accident.,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2017-06-21 06:53:00,60.1,,80.0,29.81,10.0,SE,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2697018,Bing,,4,2017-06-20 23:56:48,2017-06-21 05:56:48,39.865673,-84.939239,39.85965,-84.99922,3.208,Closed at Centerville Rd/Exit 145 - Road closed due to accident.,,I-70 W,R,Richmond,Wayne,IN,47374,US,US/Eastern,KVES,2017-06-20 23:55:00,62.6,,100.0,30.02,10.0,WSW,4.6,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2697014,Bing,,2,2017-06-20 22:21:33,2017-06-21 04:21:33,43.227717,-71.535899,43.2221,-71.53423000000001,0.397,At I-393/US-202/US-4/Exit 15 - Accident. 2 lanes closed.,,US-4 E,R,Concord,Merrimack,NH,03301,US,US/Eastern,KCON,2017-06-20 22:51:00,64.9,,75.0,29.9,10.0,SSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-456240,MapQuest,201.0,2,2017-06-20 17:23:23,2017-06-20 17:53:01,37.963177,-122.373672,,,0.0,Left lane blocked due to accident on Richmond Pkwy at Pittsburg Ave.,528.0,Pittsburg Ave,R,Richmond,Contra Costa,CA,94801,US,US/Pacific,KCCR,2017-06-20 16:53:00,97.0,,31.0,29.73,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-456239,MapQuest-Bing,201.0,3,2017-06-20 17:22:51,2017-06-20 17:52:26,37.371497999999995,-121.90199299999999,,,0.0,#4 lane blocked due to accident on I-880 Southbound at Old Bayshore Hwy.,,I-880 S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-06-20 16:53:00,82.0,,47.0,29.81,10.0,WNW,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456235,MapQuest,201.0,3,2017-06-20 16:22:22,2017-06-20 16:52:22,37.504719,-121.93328899999999,,,0.0,Accident on I-680 Northbound in Fremont.,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2017-06-20 15:56:00,77.0,,60.0,29.84,10.0,NNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-456231,MapQuest,201.0,2,2017-06-20 16:20:59,2017-06-20 16:49:51,37.800819,-122.436272,,,0.0,Accident on Fillmore St at Chestnut St.,2000.0,Chestnut St,R,San Francisco,San Francisco,CA,94123-2735,US,US/Pacific,KSFO,2017-06-20 15:56:00,69.1,,54.0,29.84,10.0,West,23.0,,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
